word,score,softmax,sentiment
ส่า,0.8256,"[0.1624, 0.8256, 0.012]",Neutral
หรับ,0.8748,"[0.1178, 0.8748, 0.0073]",Neutral
ลาดพร้าว,0.9295,"[0.0593, 0.9295, 0.0112]",Neutral
เที่ยอ,0.8785,"[0.1138, 0.8785, 0.0077]",Neutral
บิน,0.8529,"[0.1358, 0.8529, 0.0113]",Neutral
ราคา,0.9304,"[0.0644, 0.9304, 0.0052]",Neutral
กรุงเทพฯ,0.9208,"[0.0668, 0.9208, 0.0124]",Neutral
เชียง,0.8976,"[0.0946, 0.8976, 0.0078]",Neutral
เชียงใหม่,0.8968,"[0.0899, 0.8968, 0.0133]",Neutral
trip,0.8248,"[0.1592, 0.8248, 0.016]",Neutral
com,0.9611,"[0.0307, 0.9611, 0.0081]",Neutral
กรุงเทพฯ,0.9208,"[0.0668, 0.9208, 0.0124]",Neutral
เบียง,0.944,"[0.0498, 0.944, 0.0062]",Neutral
กรุงเทพฯ,0.9208,"[0.0668, 0.9208, 0.0124]",Neutral
กรุงเทพฯ,0.9208,"[0.0668, 0.9208, 0.0124]",Neutral
อุดรธานี,0.9442,"[0.0512, 0.9442, 0.0047]",Neutral
กรุงเทพฯ,0.9208,"[0.0668, 0.9208, 0.0124]",Neutral
เชียงราย,0.9095,"[0.0799, 0.9095, 0.0106]",Neutral
กรุงเทพฯ,0.9208,"[0.0668, 0.9208, 0.0124]",Neutral
ดีล,0.8563,"[0.1356, 0.8563, 0.0081]",Neutral
ตั๋ว,0.9584,"[0.034, 0.9584, 0.0077]",Neutral
เครื่องบิน,0.9528,"[0.0354, 0.9528, 0.0118]",Neutral
แสน,0.9053,"[0.0657, 0.9053, 0.0291]",Neutral
trip,0.8248,"[0.1592, 0.8248, 0.016]",Neutral
com,0.9611,"[0.0307, 0.9611, 0.0081]",Neutral
เก๊,0.9204,"[0.0492, 0.9204, 0.0305]",Neutral
ทุน,0.9747,"[0.0191, 0.9747, 0.0061]",Neutral
great,0.8651,"[0.1155, 0.8651, 0.0194]",Neutral
scholarship,0.95,"[0.0271, 0.95, 0.0229]",Neutral
old,0.9146,"[0.0567, 0.9146, 0.0287]",Neutral
spring,0.9358,"[0.0513, 0.9358, 0.013]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
สร้างรายได้เสริมจากที่บ้าน,0.9129,"[0.0667, 0.9129, 0.0204]",Neutral
ด้วยการสอน,0.9619,"[0.0297, 0.9619, 0.0084]",Neutral
trial,0.9465,"[0.0395, 0.9465, 0.014]",Neutral
เขียนโค้ด,0.9387,"[0.0345, 0.9387, 0.0268]",Neutral
สมัครเลย,0.6746,"[0.3195, 0.6746, 0.0059]",Neutral
union,0.9443,"[0.0427, 0.9443, 0.0129]",Neutral
management,0.9605,"[0.0244, 0.9605, 0.0151]",Neutral
candidate,0.9625,"[0.0206, 0.9625, 0.0168]",Neutral
บีนาคม,0.9562,"[0.039, 0.9562, 0.0048]",Neutral
สมัครเลย,0.6746,"[0.3195, 0.6746, 0.0059]",Neutral
โอกาลเดียวในปนี้,0.8159,"[0.1508, 0.8159, 0.0333]",Neutral
วันนีถึง,0.7772,"[0.2167, 0.7772, 0.0061]",Neutral
กุมภาพันธ์,0.949,"[0.0426, 0.949, 0.0085]",Neutral
รีบด่วน,0.7104,"[0.2753, 0.7104, 0.0142]",Neutral
จดโดเมน,0.9515,"[0.0248, 0.9515, 0.0237]",Neutral
com,0.9611,"[0.0307, 0.9611, 0.0081]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
fess,0.9036,"[0.0784, 0.9036, 0.018]",Neutral
special,0.931,"[0.0588, 0.931, 0.0101]",Neutral
offer,0.9469,"[0.0287, 0.9469, 0.0244]",Neutral
end,0.9313,"[0.0525, 0.9313, 0.0161]",Neutral
season,0.9439,"[0.0432, 0.9439, 0.0128]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
discount,0.9422,"[0.037, 0.9422, 0.0208]",Neutral
item,0.9105,"[0.069, 0.9105, 0.0205]",Neutral
monday,0.8112,"[0.171, 0.8112, 0.0178]",Neutral
tuesday,0.8916,"[0.0901, 0.8916, 0.0183]",Neutral
shoe,0.9298,"[0.0466, 0.9298, 0.0236]",Neutral
fipflop,0.9334,"[0.0522, 0.9334, 0.0144]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
flat,0.9181,"[0.0579, 0.9181, 0.024]",Neutral
แห่งชาติ,0.9541,"[0.039, 0.9541, 0.0069]",Neutral
งานหนังสือแห่งชาติ,0.9348,"[0.0485, 0.9348, 0.0167]",Neutral
จัดยาว,0.6588,"[0.3321, 0.6588, 0.009]",Neutral
flash,0.9383,"[0.0459, 0.9383, 0.0158]",Neutral
sake,0.9066,"[0.0713, 0.9066, 0.0221]",Neutral
ship,0.9211,"[0.0537, 0.9211, 0.0252]",Neutral
sairpods,0.9187,"[0.0598, 0.9187, 0.0215]",Neutral
เริ่มต้นที่,0.9128,"[0.0816, 0.9128, 0.0056]",Neutral
siphonee,0.9384,"[0.0485, 0.9384, 0.0131]",Neutral
อัปเกรดเปน,0.9442,"[0.0354, 0.9442, 0.0204]",Neutral
chromic,0.9122,"[0.0509, 0.9122, 0.0369]",Neutral
shield,0.9288,"[0.0481, 0.9288, 0.0231]",Neutral
เพื่อความทนทานที่ผ่านการทดสอบ,0.927,"[0.0622, 0.927, 0.0108]",Neutral
black,0.9186,"[0.0543, 0.9186, 0.0271]",Neutral
trip,0.8248,"[0.1592, 0.8248, 0.016]",Neutral
com,0.9611,"[0.0307, 0.9611, 0.0081]",Neutral
โปร,0.9466,"[0.0496, 0.9466, 0.0037]",Neutral
ลดไฟลุก,0.6486,"[0.3046, 0.6486, 0.0468]",Neutral
สงสุด,0.5732,"[0.1192, 0.5732, 0.3077]",Neutral
รวบโปรเถือถ,0.842,"[0.0768, 0.842, 0.0812]",Neutral
per,0.9446,"[0.0423, 0.9446, 0.0131]",Neutral
week,0.9165,"[0.0698, 0.9165, 0.0137]",Neutral
limited,0.9356,"[0.054, 0.9356, 0.0104]",Neutral
time,0.9035,"[0.076, 0.9035, 0.0205]",Neutral
pale,0.8686,"[0.1133, 0.8686, 0.0181]",Neutral
lifestyle,0.9307,"[0.046, 0.9307, 0.0233]",Neutral
best,0.7419,"[0.232, 0.7419, 0.0261]",Neutral
price,0.9261,"[0.0547, 0.9261, 0.0192]",Neutral
big,0.9439,"[0.043, 0.9439, 0.0131]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
shop,0.9414,"[0.0477, 0.9414, 0.0109]",Neutral
เปีดรับ,0.8793,"[0.1137, 0.8793, 0.007]",Neutral
real,0.9367,"[0.0503, 0.9367, 0.013]",Neutral
estate,0.9345,"[0.0454, 0.9345, 0.0201]",Neutral
agent,0.9643,"[0.0203, 0.9643, 0.0153]",Neutral
โอกาสสร้างรายได้,0.9389,"[0.0395, 0.9389, 0.0216]",Neutral
หลักแสนเดือนในครึ่งปี,0.8949,"[0.0654, 0.8949, 0.0397]",Neutral
รับฟรี,0.813,"[0.1766, 0.813, 0.0104]",Neutral
sides,0.9262,"[0.0515, 0.9262, 0.0223]",Neutral
best,0.7419,"[0.232, 0.7419, 0.0261]",Neutral
surprise,0.9269,"[0.0555, 0.9269, 0.0176]",Neutral
line,0.967,"[0.025, 0.967, 0.0079]",Neutral
twelve,0.9113,"[0.065, 0.9113, 0.0237]",Neutral
shirt,0.9153,"[0.0569, 0.9153, 0.0278]",Neutral
ผ่อน,0.9487,"[0.0418, 0.9487, 0.0094]",Neutral
ครั้งแรก,0.7453,"[0.2367, 0.7453, 0.018]",Neutral
ริบ,0.8701,"[0.0965, 0.8701, 0.0334]",Neutral
voucher,0.9176,"[0.0691, 0.9176, 0.0134]",Neutral
มูลค่า,0.9286,"[0.0564, 0.9286, 0.015]",Neutral
ลดทันที,0.7729,"[0.1602, 0.7729, 0.0669]",Neutral
scott,0.8888,"[0.074, 0.8888, 0.0372]",Neutral
อาก,0.8612,"[0.1307, 0.8612, 0.008]",Neutral
set,0.9306,"[0.0624, 0.9306, 0.007]",Neutral
ตลาดหลักทรัพย์ฯ,0.9662,"[0.0189, 0.9662, 0.0149]",Neutral
สัญจร,0.9559,"[0.0338, 0.9559, 0.0103]",Neutral
นครราชสีมา,0.9512,"[0.0438, 0.9512, 0.005]",Neutral
ครบเครื่องเรื่องลงภุน,0.5863,"[0.3789, 0.5863, 0.0348]",Neutral
sugar,0.9095,"[0.061, 0.9095, 0.0295]",Neutral
brandy,0.9421,"[0.041, 0.9421, 0.0169]",Neutral
วันเดียวเท่านั้น,0.8905,"[0.0993, 0.8905, 0.0102]",Neutral
โค้ดลดสูงสุด,0.8736,"[0.1157, 0.8736, 0.0107]",Neutral
malt,0.9261,"[0.0536, 0.9261, 0.0203]",Neutral
อร่อย,0.9607,"[0.9607, 0.0152, 0.0241]",Positive
บูสต์ฟลค้วย,0.8551,"[0.0918, 0.8551, 0.053]",Neutral
fresh,0.867,"[0.1169, 0.867, 0.0161]",Neutral
ล้ดิกระหนำ,0.8959,"[0.0905, 0.8959, 0.0136]",Neutral
ส่งไวภายใน,0.7211,"[0.7211, 0.2172, 0.0617]",Positive
นาที,0.9207,"[0.0676, 0.9207, 0.0117]",Neutral
sip,0.9027,"[0.0685, 0.9027, 0.0288]",Neutral
แก้วละ,0.8952,"[0.0871, 0.8952, 0.0177]",Neutral
pre,0.956,"[0.0348, 0.956, 0.0092]",Neutral
อ่านไหญ่,0.8317,"[0.1469, 0.8317, 0.0214]",Neutral
swim,0.9253,"[0.0529, 0.9253, 0.0219]",Neutral
malbrook,0.8849,"[0.0901, 0.8849, 0.0251]",Neutral
air,0.9235,"[0.0643, 0.9235, 0.0121]",Neutral
ชิปm,0.8895,"[0.0926, 0.8895, 0.018]",Neutral
เรืองกิน,0.8878,"[0.0665, 0.8878, 0.0457]",Neutral
เฟรนช์ฟรายส์,0.9034,"[0.0855, 0.9034, 0.0112]",Neutral
ปาร์ติเซซ์,0.9052,"[0.0769, 0.9052, 0.0179]",Neutral
เหลือว,0.8377,"[0.135, 0.8377, 0.0273]",Neutral
ลดเพิ่ม,0.8165,"[0.0616, 0.8165, 0.1219]",Neutral
apple,0.9532,"[0.0311, 0.9532, 0.0158]",Neutral
norm,0.9107,"[0.0669, 0.9107, 0.0224]",Neutral
business,0.9571,"[0.028, 0.9571, 0.015]",Neutral
manager,0.9493,"[0.0341, 0.9493, 0.0167]",Neutral
ปลดล็อกพลังข้อมูล,0.9208,"[0.0625, 0.9208, 0.0167]",Neutral
เชือมต่อกลุ่มเป้าหมาย,0.9565,"[0.03, 0.9565, 0.0134]",Neutral
line,0.967,"[0.025, 0.967, 0.0079]",Neutral
ecosystem,0.9608,"[0.0268, 0.9608, 0.0124]",Neutral
line,0.967,"[0.025, 0.967, 0.0079]",Neutral
ใส่โค้ด,0.9183,"[0.072, 0.9183, 0.0096]",Neutral
linen,0.9488,"[0.0388, 0.9488, 0.0124]",Neutral
รับเงินคืนรวบ,0.8637,"[0.1118, 0.8637, 0.0245]",Neutral
แว้นกรองแสงลดโหด,0.8291,"[0.0272, 0.1437, 0.8291]",Negative
ยักษ์,0.9554,"[0.0401, 0.9554, 0.0044]",Neutral
อ่านใหญ่,0.7994,"[0.1793, 0.7994, 0.0212]",Neutral
academic,0.9566,"[0.023, 0.9566, 0.0204]",Neutral
entrance,0.9473,"[0.0358, 0.9473, 0.0169]",Neutral
scholarship,0.95,"[0.0271, 0.95, 0.0229]",Neutral
ลดสูงสุด,0.8523,"[0.1353, 0.8523, 0.0124]",Neutral
เค่ม,0.8244,"[0.1664, 0.8244, 0.0091]",Neutral
top,0.9223,"[0.0629, 0.9223, 0.0148]",Neutral
discount,0.9422,"[0.037, 0.9422, 0.0208]",Neutral
onto,0.8769,"[0.1058, 0.8769, 0.0172]",Neutral
ชีเสิริฟ,0.8394,"[0.1189, 0.8394, 0.0416]",Neutral
ความอร่อย,0.5554,"[0.4269, 0.5554, 0.0176]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
summersales,0.934,"[0.0553, 0.934, 0.0107]",Neutral
leg,0.9306,"[0.0518, 0.9306, 0.0176]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
may,0.905,"[0.0836, 0.905, 0.0114]",Neutral
summer,0.8714,"[0.113, 0.8714, 0.0156]",Neutral
black,0.9186,"[0.0543, 0.9186, 0.0271]",Neutral
coffee,0.8823,"[0.098, 0.8823, 0.0197]",Neutral
steam,0.9488,"[0.0298, 0.9488, 0.0214]",Neutral
grown,0.9296,"[0.0491, 0.9296, 0.0214]",Neutral
แลกรับเครดิตเงินคืนสูงสุด,0.8589,"[0.1239, 0.8589, 0.0172]",Neutral
central,0.9355,"[0.0532, 0.9355, 0.0113]",Neutral
ram,0.9458,"[0.0443, 0.9458, 0.0099]",Neutral
special,0.931,"[0.0588, 0.931, 0.0101]",Neutral
รับสิทธิ์จับรางวัลพิเศษ,0.9261,"[0.0678, 0.9261, 0.006]",Neutral
cash,0.9452,"[0.0359, 0.9452, 0.0189]",Neutral
central,0.9355,"[0.0532, 0.9355, 0.0113]",Neutral
ram,0.9458,"[0.0443, 0.9458, 0.0099]",Neutral
everpink,0.9038,"[0.0679, 0.9038, 0.0282]",Neutral
get,0.835,"[0.1448, 0.835, 0.0202]",Neutral
free,0.9104,"[0.0635, 0.9104, 0.0261]",Neutral
membercad,0.9599,"[0.025, 0.9599, 0.0151]",Neutral
mien,0.8908,"[0.0911, 0.8908, 0.0182]",Neutral
woman,0.9176,"[0.0584, 0.9176, 0.024]",Neutral
shoe,0.9298,"[0.0466, 0.9298, 0.0236]",Neutral
อaิ,0.8648,"[0.1162, 0.8648, 0.0189]",Neutral
sieิบ,0.8424,"[0.1086, 0.8424, 0.0489]",Neutral
สงกรานต์ะtemบ,0.7542,"[0.2376, 0.7542, 0.0082]",Neutral
ลดราคา,0.8512,"[0.1328, 0.8512, 0.016]",Neutral
everpink,0.9038,"[0.0679, 0.9038, 0.0282]",Neutral
ย่านเอกมัย,0.9071,"[0.0784, 0.9071, 0.0146]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
คนพบวิธีย,0.9148,"[0.0664, 0.9148, 0.0188]",Neutral
มีนานี้โปรจี้งง,0.6351,"[0.3529, 0.6351, 0.012]",Neutral
ลดทังเดือน,0.5898,"[0.0788, 0.5898, 0.3314]",Neutral
piece,0.9007,"[0.0813, 0.9007, 0.018]",Neutral
ปปรจิง,0.6319,"[0.1235, 0.6319, 0.2446]",Neutral
sea,0.8905,"[0.0864, 0.8905, 0.0231]",Neutral
ซื้อ,0.8853,"[0.0976, 0.8853, 0.0171]",Neutral
แถม,0.652,"[0.3073, 0.652, 0.0407]",Neutral
คุม,0.9252,"[0.053, 0.9252, 0.0219]",Neutral
เมื่อซื้อสินค้าครบ,0.9169,"[0.0753, 0.9169, 0.0078]",Neutral
บาท,0.9353,"[0.0502, 0.9353, 0.0145]",Neutral
บาท,0.9353,"[0.0502, 0.9353, 0.0145]",Neutral
เมื่อชือสินค้าครบ,0.9449,"[0.0479, 0.9449, 0.0072]",Neutral
double,0.9128,"[0.0709, 0.9128, 0.0163]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
rate,0.9423,"[0.0419, 0.9423, 0.0159]",Neutral
challenge,0.8662,"[0.1085, 0.8662, 0.0253]",Neutral
creator,0.9596,"[0.0256, 0.9596, 0.0148]",Neutral
ปปรจิง,0.6319,"[0.1235, 0.6319, 0.2446]",Neutral
rose,0.8925,"[0.0919, 0.8925, 0.0156]",Neutral
ซื้อ,0.8853,"[0.0976, 0.8853, 0.0171]",Neutral
แถม,0.652,"[0.3073, 0.652, 0.0407]",Neutral
school,0.9399,"[0.0424, 0.9399, 0.0177]",Neutral
กลับมา,0.7482,"[0.2299, 0.7482, 0.022]",Neutral
workshop,0.9104,"[0.0687, 0.9104, 0.0209]",Neutral
bangkok,0.9034,"[0.0842, 0.9034, 0.0123]",Neutral
วัคซีน,0.9761,"[0.0192, 0.9761, 0.0047]",Neutral
fresh,0.867,"[0.1169, 0.867, 0.0161]",Neutral
ปักหมุด,0.6778,"[0.3152, 0.6778, 0.0069]",Neutral
soft,0.8995,"[0.0728, 0.8995, 0.0277]",Neutral
เสื้อผ้าหอมใกล้ฉัน,0.6396,"[0.2963, 0.6396, 0.0641]",Neutral
fresh,0.867,"[0.1169, 0.867, 0.0161]",Neutral
soft,0.8995,"[0.0728, 0.8995, 0.0277]",Neutral
พาษ,0.9254,"[0.0567, 0.9254, 0.0178]",Neutral
พิกัด,0.9233,"[0.0733, 0.9233, 0.0034]",Neutral
festival,0.9181,"[0.0679, 0.9181, 0.014]",Neutral
free,0.9104,"[0.0635, 0.9104, 0.0261]",Neutral
cleaning,0.8893,"[0.0881, 0.8893, 0.0227]",Neutral
service,0.9346,"[0.0433, 0.9346, 0.0221]",Neutral
ฝนดี,0.6312,"[0.6312, 0.3082, 0.0606]",Positive
sweet,0.8369,"[0.1473, 0.8369, 0.0158]",Neutral
dream,0.9272,"[0.056, 0.9272, 0.0168]",Neutral
lucky,0.9157,"[0.0755, 0.9157, 0.0088]",Neutral
draw,0.9317,"[0.0462, 0.9317, 0.0221]",Neutral
ไม่มิฬิงเกอร์เขฟ,0.8569,"[0.0549, 0.8569, 0.0882]",Neutral
ราคา,0.9304,"[0.0644, 0.9304, 0.0052]",Neutral
told,0.8721,"[0.08, 0.8721, 0.0479]",Neutral
advice,0.9633,"[0.0193, 0.9633, 0.0174]",Neutral
ผ่อนนานสูงสุด,0.8311,"[0.15, 0.8311, 0.0189]",Neutral
next,0.9427,"[0.0444, 0.9427, 0.013]",Neutral
extra,0.9415,"[0.0478, 0.9415, 0.0107]",Neutral
pay,0.9377,"[0.0411, 0.9377, 0.0212]",Neutral
หลักแกรมมาร์,0.9553,"[0.0296, 0.9553, 0.0151]",Neutral
ออกสอบ,0.9447,"[0.0435, 0.9447, 0.0117]",Neutral
toxic,0.8856,"[0.0062, 0.1082, 0.8856]",Negative
logilech,0.9209,"[0.0604, 0.9209, 0.0186]",Neutral
ซื้อฟรีทุกวัน,0.7636,"[0.2203, 0.7636, 0.0161]",Neutral
risk,0.9459,"[0.0369, 0.9459, 0.0172]",Neutral
high,0.9203,"[0.0555, 0.9203, 0.0241]",Neutral
return,0.9343,"[0.0496, 0.9343, 0.016]",Neutral
high,0.9203,"[0.0555, 0.9203, 0.0241]",Neutral
trade,0.9392,"[0.0447, 0.9392, 0.0161]",Neutral
studio,0.9277,"[0.0612, 0.9277, 0.011]",Neutral
ดูดีทุกมุมด้วยเอฟเฟิกต์สตูดิโอ,0.5234,"[0.4244, 0.5234, 0.0522]",Neutral
window,0.8817,"[0.0736, 0.8817, 0.0447]",Neutral
มุลค่า,0.8959,"[0.0998, 0.8959, 0.0043]",Neutral
happy,0.594,"[0.594, 0.3903, 0.0157]",Positive
hour,0.9136,"[0.0746, 0.9136, 0.0118]",Neutral
ascii,0.9346,"[0.0477, 0.9346, 0.0178]",Neutral
tower,0.8143,"[0.1612, 0.8143, 0.0245]",Neutral
ascii,0.9346,"[0.0477, 0.9346, 0.0178]",Neutral
ปกติ,0.8979,"[0.044, 0.8979, 0.0581]",Neutral
free,0.9104,"[0.0635, 0.9104, 0.0261]",Neutral
แก้วเล็ก,0.8937,"[0.0951, 0.8937, 0.0112]",Neutral
พิเศษ,0.9395,"[0.0569, 0.9395, 0.0036]",Neutral
สุงสุดวันละ,0.9173,"[0.0626, 0.9173, 0.0201]",Neutral
บาท,0.9353,"[0.0502, 0.9353, 0.0145]",Neutral
สลักชือฟรี,0.8813,"[0.1089, 0.8813, 0.0098]",Neutral
gen,0.9645,"[0.0278, 0.9645, 0.0077]",Neutral
gage,0.9212,"[0.0632, 0.9212, 0.0156]",Neutral
overcoat,0.9338,"[0.0364, 0.9338, 0.0299]",Neutral
sac,0.9606,"[0.03, 0.9606, 0.0094]",Neutral
แก้วละ,0.8952,"[0.0871, 0.8952, 0.0177]",Neutral
บาท,0.9353,"[0.0502, 0.9353, 0.0145]",Neutral
ใส่โค้ด,0.9183,"[0.072, 0.9183, 0.0096]",Neutral
linen,0.9488,"[0.0388, 0.9488, 0.0124]",Neutral
เมนูถัง,0.9119,"[0.0833, 0.9119, 0.0049]",Neutral
คนสังเยอะ,0.7801,"[0.1892, 0.7801, 0.0307]",Neutral
รีวิว,0.8978,"[0.0876, 0.8978, 0.0146]",Neutral
popmath,0.9236,"[0.053, 0.9236, 0.0234]",Neutral
skin,0.9064,"[0.0658, 0.9064, 0.0278]",Neutral
รับฟรี,0.813,"[0.1766, 0.813, 0.0104]",Neutral
inst,0.9549,"[0.0293, 0.9549, 0.0159]",Neutral
think,0.8918,"[0.0848, 0.8918, 0.0234]",Neutral
bold,0.9267,"[0.0463, 0.9267, 0.027]",Neutral
inst,0.9549,"[0.0293, 0.9549, 0.0159]",Neutral
ชี้เป้า,0.8274,"[0.1619, 0.8274, 0.0107]",Neutral
office,0.9424,"[0.0415, 0.9424, 0.0161]",Neutral
ราคา,0.9304,"[0.0644, 0.9304, 0.0052]",Neutral
สวนสด,0.9043,"[0.0879, 0.9043, 0.0078]",Neutral
summer,0.8714,"[0.113, 0.8714, 0.0156]",Neutral
body,0.9259,"[0.0536, 0.9259, 0.0205]",Neutral
โปรทดลอง,0.9484,"[0.0469, 0.9484, 0.0047]",Neutral
จัดสงฟรี,0.8077,"[0.1808, 0.8077, 0.0115]",Neutral
yes,0.8634,"[0.1196, 0.8634, 0.017]",Neutral
store,0.9483,"[0.0352, 0.9483, 0.0165]",Neutral
watch,0.9355,"[0.0504, 0.9355, 0.0141]",Neutral
ควบคุมทุกกิจกรรม,0.9482,"[0.0273, 0.9482, 0.0246]",Neutral
บนข้อมือคุณ,0.9395,"[0.0524, 0.9395, 0.0082]",Neutral
อายุผิวหนัา,0.9427,"[0.0493, 0.9427, 0.008]",Neutral
ขือ,0.9202,"[0.0749, 0.9202, 0.0049]",Neutral
รากฟันเทียม,0.9693,"[0.0136, 0.9693, 0.0171]",Neutral
ครอบฟืนเชรามิกล้วน,0.9536,"[0.0318, 0.9536, 0.0145]",Neutral
march,0.9237,"[0.0645, 0.9237, 0.0118]",Neutral
salt,0.8884,"[0.0796, 0.8884, 0.0321]",Neutral
เปิดบ้านครุศาสตร์,0.9738,"[0.0201, 0.9738, 0.0061]",Neutral
จุฬาฯ,0.9667,"[0.025, 0.9667, 0.0083]",Neutral
ร้อยเหม,0.9033,"[0.0875, 0.9033, 0.0092]",Neutral
เสิน,0.8779,"[0.1131, 0.8779, 0.0089]",Neutral
พิสูจนพลลัพธ,0.9487,"[0.0367, 0.9487, 0.0146]",Neutral
จากผู้ใช้จริง,0.7959,"[0.1064, 0.7959, 0.0977]",Neutral
ดูอิ่มน้ำทันที,0.5095,"[0.4668, 0.5095, 0.0237]",Neutral
mesofat,0.9136,"[0.0665, 0.9136, 0.0199]",Neutral
สลายไขมันเฉพาะจุดลดการสะสมของไขมัน,0.8662,"[0.0697, 0.8662, 0.0641]",Neutral
เรียวยกแผง,0.8404,"[0.1332, 0.8404, 0.0265]",Neutral
ultrafarmer,0.9606,"[0.0272, 0.9606, 0.0122]",Neutral
ยู้,0.8602,"[0.1283, 0.8602, 0.0115]",Neutral
ลดสูงสุด,0.8523,"[0.1353, 0.8523, 0.0124]",Neutral
ธับsamgiftcard,0.9575,"[0.0388, 0.9575, 0.0037]",Neutral
เปลียนหน้าดุ,0.8366,"[0.0908, 0.8366, 0.0727]",Neutral
fix,0.9513,"[0.028, 0.9513, 0.0207]",Neutral
เป็นหน้าละมุน,0.7866,"[0.7866, 0.1917, 0.0217]",Positive
lift,0.9012,"[0.0716, 0.9012, 0.0272]",Neutral
chair,0.9163,"[0.0725, 0.9163, 0.0112]",Neutral
body,0.9259,"[0.0536, 0.9259, 0.0205]",Neutral
body,0.9259,"[0.0536, 0.9259, 0.0205]",Neutral
งความสำเร็จธวนความรู้,0.9309,"[0.0558, 0.9309, 0.0133]",Neutral
ลดสูงสุด,0.8523,"[0.1353, 0.8523, 0.0124]",Neutral
venice,0.9478,"[0.0423, 0.9478, 0.0099]",Neutral
สนใจ,0.5958,"[0.3992, 0.5958, 0.0051]",Neutral
bow,0.8953,"[0.0905, 0.8953, 0.0143]",Neutral
คลิก,0.875,"[0.1194, 0.875, 0.0056]",Neutral
xxx,0.9159,"[0.0566, 0.9159, 0.0275]",Neutral
แถม,0.652,"[0.3073, 0.652, 0.0407]",Neutral
therapy,0.955,"[0.0272, 0.955, 0.0178]",Neutral
sculpture,0.9194,"[0.0468, 0.9194, 0.0339]",Neutral
outlook,0.9168,"[0.0475, 0.9168, 0.0357]",Neutral
อีดหนัาla,0.8533,"[0.1117, 0.8533, 0.035]",Neutral
ทุทยิท้อ,0.7531,"[0.0688, 0.7531, 0.1781]",Neutral
blossom,0.9181,"[0.0692, 0.9181, 0.0127]",Neutral
like,0.9088,"[0.0804, 0.9088, 0.0108]",Neutral
never,0.8897,"[0.0865, 0.8897, 0.0238]",Neutral
ยกทัพบท,0.9517,"[0.0369, 0.9517, 0.0114]",Neutral
เอเจนซี,0.9611,"[0.018, 0.9611, 0.0209]",Neutral
สถาบันการศึกษา,0.9805,"[0.0135, 0.9805, 0.006]",Neutral
เข้าฟรี,0.8287,"[0.1539, 0.8287, 0.0174]",Neutral
ออกรถวันนี้รับ,0.92,"[0.0771, 0.92, 0.0029]",Neutral
ดีลพิเคษ,0.868,"[0.0555, 0.868, 0.0764]",Neutral
motor,0.9452,"[0.0429, 0.9452, 0.0119]",Neutral
ออกรถเริ่มต้นเพียง,0.8677,"[0.1232, 0.8677, 0.0091]",Neutral
ผ่อน,0.9487,"[0.0418, 0.9487, 0.0094]",Neutral
advice,0.9633,"[0.0193, 0.9633, 0.0174]",Neutral
ซ่อมฟรี,0.6309,"[0.2303, 0.6309, 0.1388]",Neutral
ค่าแรง,0.8384,"[0.0441, 0.8384, 0.1175]",Neutral
มือถือ,0.9638,"[0.0281, 0.9638, 0.0081]",Neutral
จอง,0.7731,"[0.2216, 0.7731, 0.0053]",Neutral
โปรโมชัน,0.9674,"[0.0265, 0.9674, 0.0061]",Neutral
เดือน,0.9313,"[0.0576, 0.9313, 0.0111]",Neutral
ไอเทมเด็ด,0.7384,"[0.2447, 0.7384, 0.0169]",Neutral
ช้อปง่าย,0.7192,"[0.7192, 0.2204, 0.0603]",Positive
ผ่อนสบาย,0.5124,"[0.4387, 0.5124, 0.0489]",Neutral
ชัมเมอร์เซฟี,0.9117,"[0.0791, 0.9117, 0.0092]",Neutral
ลดสูงสูด,0.6994,"[0.1026, 0.6994, 0.198]",Neutral
night,0.8331,"[0.1488, 0.8331, 0.0181]",Neutral
ใดล่อง,0.8938,"[0.0961, 0.8938, 0.0102]",Neutral
กล่อง,0.9619,"[0.0338, 0.9619, 0.0043]",Neutral
ดล่อง,0.8789,"[0.112, 0.8789, 0.009]",Neutral
จัดส่งฟรี,0.8974,"[0.0979, 0.8974, 0.0046]",Neutral
แถม,0.652,"[0.3073, 0.652, 0.0407]",Neutral
แถม,0.652,"[0.3073, 0.652, 0.0407]",Neutral
แถม,0.652,"[0.3073, 0.652, 0.0407]",Neutral
ประกันภัยเดินทาง,0.9618,"[0.0325, 0.9618, 0.0058]",Neutral
insure,0.9495,"[0.0363, 0.9495, 0.0143]",Neutral
ดูแลให้ทังครอบครัว,0.904,"[0.088, 0.904, 0.008]",Neutral
ขัวโมง,0.9354,"[0.0582, 0.9354, 0.0063]",Neutral
